API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-479-49619-81,"Devon Energy","Bass Ranch",49H,WEBB,08,Gas,Completed,,2024-01-24,San Miguel,9355,5677,37,9804,0,0,0,0,No
42-317-20339-92,"ConocoPhillips","South Texas Unit",2H,MIDLAND,08,Oil,Completed,,2024-01-23,Wolfcamp D,9319,12505,1250,5020,0,0,1,1,No
42-123-51595-28,"Ovintiv","Cowden Ranch",21H,DEWITT,08,Oil,Completed,,2024-01-22,Austin Chalk,8823,12275,1292,5239,0,0,0,1,No
42-239-97229-69,"EOG Resources","University Lands",46H,KARNES,08,Gas,Completed,,2024-01-17,Eagle Ford Shale,12493,12680,83,5853,0,0,0,1,No
42-130-33722-62,"Surge Energy","Permian Basin Unit",6H,ECTOR,08,Oil,Completed,,2024-01-17,Wolfcamp B,10781,8773,1685,4942,0,0,0,0,No
42-303-94653-72,"Chevron USA","Wolfcamp Ranch",25H,MARTIN,08,Oil,Completed,,2024-01-11,Wolfcamp A,12074,8163,2469,4806,0,0,0,0,No
42-479-75770-19,"Laredo Petroleum","Mabee Ranch",45H,WEBB,08,Oil,Completed,,2024-01-10,Eagle Ford Shale,11408,14107,1475,2852,0,0,0,0,No
42-130-75839-46,"Diamondback Energy","Eagle Ford Unit",35H,ECTOR,08,Oil,Completed,,2024-01-10,Wolfcamp A,9070,12125,796,4780,0,0,0,0,No
42-130-21273-45,"Apache Corporation","Wolfcamp Ranch",5H,ECTOR,08,Gas,Completed,,2024-01-08,Wolfcamp B,12469,10673,238,21954,0,0,0,2,No
42-221-70224-04,"Devon Energy","San Andres",31H,HOWARD,08,Oil,Completed,,2024-01-08,Wolfcamp A,9323,13857,1427,859,0,0,1,0,No
42-269-59200-81,"Mewbourne Oil Company","State Lands",21H,LOVING,08,Gas,Completed,,2024-01-07,2nd Bone Spring,8693,14263,66,16311,0,0,0,0,No
42-371-31376-43,"Marathon Oil","San Andres",31H,REEVES,08,Oil,Completed,,2024-01-03,Wolfcamp A,10478,12734,1689,7332,0,0,0,0,No
42-479-56949-31,"Fasken Oil and Ranch","Fasken Ranch",9H,WEBB,08,Gas,Completed,,2024-01-02,Eagle Ford Shale,10391,10048,172,1146,0,0,0,1,No
42-475-61612-86,"Ovintiv","State Lands",12H,WARD,08,Oil,Completed,,2024-01-02,Delaware Sand,7470,5237,1760,7006,0,0,0,0,No
42-317-50776-56,"ConocoPhillips","Fasken Ranch",44H,MIDLAND,08,Oil,Completed,,2023-12-30,Wolfcamp A,9776,10634,1601,7957,0,0,0,1,No
42-127-35915-47,"Centennial Resource Development","San Andres",42,DIMMIT,08,Oil,Completed,,2023-12-29,Pearsall Shale,7937,,1597,5679,0,0,0,0,No
42-353-40490-41,"Ovintiv","San Andres",40H,PECOS,08,Oil,Completed,,2023-12-28,Devonian,9395,11212,1038,2856,0,0,0,1,No
42-130-78509-38,"ConocoPhillips","San Andres",43,ECTOR,08,Oil,Completed,,2023-12-26,Wolfcamp B,12489,,1052,6024,0,0,0,0,No
42-353-97497-52,"Marathon Oil","Eagle Ford Unit",29H,PECOS,08,Oil,Completed,,2023-12-25,Bone Spring,8167,8902,1259,4903,0,0,0,0,No
42-475-73518-11,"ConocoPhillips","Mabee Ranch",41H,WARD,08,Gas,Completed,,2023-12-25,Cherry Canyon,6917,13455,54,14862,0,0,0,0,No
42-130-53563-63,"Occidental Petroleum","University Lands",22H,ECTOR,08,Oil,Completed,,2023-12-25,Wolfcamp B,10870,8897,369,1929,0,0,0,0,No
42-269-57572-85,"Endeavor Energy Resources","State Lands",29H,LOVING,08,Oil,Completed,,2023-12-22,3rd Bone Spring,8750,10435,941,6430,0,0,0,0,No
42-479-71109-52,"Mewbourne Oil Company","University Lands",50H,WEBB,08,Oil,Completed,,2023-12-22,San Miguel,8416,11368,1956,1000,0,0,0,1,No
42-371-90127-07,"Chevron USA","Pecos Valley",16H,REEVES,08,Oil,Completed,,2023-12-20,Wolfcamp A,11807,10651,627,5003,0,0,0,0,No
42-127-92008-48,"Apache Corporation","Delaware Basin",40H,DIMMIT,08,Oil,Completed,,2023-12-19,Eagle Ford Shale,9532,11921,238,1345,0,0,0,1,No
42-127-73119-29,"Chevron USA","Bone Spring Unit",8H,DIMMIT,08,Gas,Completed,,2023-12-17,Austin Chalk,7458,12133,109,16884,0,0,1,0,No
42-317-42188-95,"Centennial Resource Development","Pecos Valley",46,MIDLAND,08,Gas,Completed,,2023-12-13,Wolfcamp D,12540,,77,16092,0,0,1,0,No
42-303-37763-44,"SM Energy","Permian Basin Unit",2H,MARTIN,08,Oil,Completed,,2023-12-10,Dean Sand,11292,9220,2031,2202,0,0,0,1,No
42-269-76225-03,"Devon Energy","Pecos Valley",14,LOVING,08,Oil,Completed,,2023-12-10,Bone Spring,8569,,473,5702,0,0,0,0,No
42-479-77272-32,"SM Energy","Goldsmith",30,WEBB,08,Oil,Completed,,2023-12-09,Olmos,7368,,1987,5756,0,0,0,0,No
42-475-77873-23,"Surge Energy","Bass Ranch",8H,WARD,08,Oil,Completed,,2023-12-06,Cherry Canyon,6662,9500,2068,6639,0,0,0,1,No
42-475-34996-62,"Apache Corporation","Mabee Ranch",7H,WARD,08,Oil,Completed,,2023-12-05,Delaware Sand,11274,5388,678,2114,0,0,0,0,No
42-317-84453-76,"EOG Resources","San Andres",16H,MIDLAND,08,Oil,Completed,,2023-12-05,Dean Sand,11802,5244,1905,3371,0,0,1,2,No
42-303-80241-90,"Ovintiv","Midland Basin",26H,MARTIN,08,Oil,Completed,,2023-12-04,Wolfcamp A,11634,14222,476,5693,0,0,0,1,No
42-479-98397-93,"Ovintiv","Wolfcamp Ranch",23H,WEBB,08,Oil,Completed,,2023-12-03,Eagle Ford Shale,8396,7660,1709,5530,0,0,0,1,No
42-317-64143-98,"Devon Energy","Bass Ranch",48H,MIDLAND,08,Oil,Completed,,2023-12-03,Wolfcamp A,12206,10000,1775,1727,0,0,1,2,No
42-303-86709-36,"Ovintiv","State Lands",8H,MARTIN,08,Gas,Completed,,2023-11-28,Lower Spraberry,7883,13126,180,23793,0,0,0,0,No
42-303-31726-47,"Ovintiv","South Texas Unit",40H,MARTIN,08,Oil,Completed,,2023-11-28,Dean Sand,7346,12095,2042,3744,0,0,0,0,No
42-127-31675-72,"Centennial Resource Development","University Lands",4H,DIMMIT,08,Gas,Completed,,2023-11-28,Eagle Ford Shale,11713,8011,111,2214,0,0,0,0,No
42-269-58639-87,"Diamondback Energy","Cowden Ranch",21H,LOVING,08,Oil,Completed,,2023-11-26,Wolfcamp A,11386,5381,2432,3333,0,0,0,1,No
42-269-73101-27,"Chevron USA","Permian Basin Unit",26H,LOVING,08,Gas,Completed,,2023-11-25,3rd Bone Spring,9112,14683,51,19794,0,0,0,0,No
42-475-58595-55,"Chevron USA","Bone Spring Unit",46H,WARD,08,Oil,Completed,,2023-11-24,Wolfcamp A,12166,14166,1030,6287,0,0,0,0,No
42-475-59154-15,"Mewbourne Oil Company","Fasken Ranch",30H,WARD,08,Oil,Completed,,2023-11-23,Wolfcamp B,9737,8515,1673,1787,0,0,0,0,No
42-479-72316-38,"ExxonMobil","Goldsmith",45H,WEBB,08,Oil,Completed,,2023-11-22,Eagle Ford Shale,8608,10956,340,3951,0,0,0,1,No
42-221-20697-94,"Endeavor Energy Resources","Clearfork Unit",37H,HOWARD,08,Oil,Completed,,2023-11-20,Wolfcamp A,11165,10186,2331,2719,0,0,1,0,No
42-371-74261-23,"Chevron USA","Goldsmith",12H,REEVES,08,Gas,Completed,,2023-11-19,Bone Spring,8721,9416,162,18933,0,0,0,0,No
42-123-67273-04,"ConocoPhillips","Section 12",8H,DEWITT,08,Oil,Completed,,2023-11-18,Eagle Ford Shale,7689,6672,982,2167,0,0,0,0,No
42-221-61098-23,"CrownQuest Operating","San Andres",50H,HOWARD,08,Oil,Completed,,2023-11-16,Spraberry,8899,7122,1162,2863,0,0,1,0,No
42-123-39543-85,"EOG Resources","TXL Ranch",30,DEWITT,08,Oil,Completed,,2023-11-15,Austin Chalk,8115,,430,891,0,0,0,0,No
42-221-87402-90,"Surge Energy","Mabee Ranch",38,HOWARD,08,Gas,Completed,,2023-11-14,Wolfcamp B,11315,,226,21786,0,0,1,1,No
42-353-20142-32,"Occidental Petroleum","Goldsmith",21H,PECOS,08,Oil,Completed,,2023-11-14,Wolfcamp A,10579,10139,2274,1812,0,0,0,0,No
42-221-60745-58,"CrownQuest Operating","Spraberry Deep",34H,HOWARD,08,Gas,Completed,,2023-11-10,Lower Spraberry,8177,11795,44,2787,0,0,0,0,No
42-303-32084-01,"Devon Energy","Midland Basin",39H,MARTIN,08,Oil,Completed,,2023-11-06,Dean Sand,9975,7426,715,1477,0,0,0,0,No
42-269-60474-66,"Marathon Oil","State Lands",21,LOVING,08,Oil,Completed,,2023-11-06,Delaware Sand,6795,,1444,3233,0,0,0,0,No
42-475-83580-17,"Fasken Oil and Ranch","Pecos Valley",46H,WARD,08,Oil,Completed,,2023-11-03,Wolfcamp B,9277,5032,641,4244,0,0,0,0,No
42-353-90683-91,"Occidental Petroleum","South Texas Unit",17H,PECOS,08,Oil,Completed,,2023-11-01,Bone Spring,8576,5870,476,5260,0,0,0,0,No
42-479-97333-40,"Callon Petroleum","Section 12",46H,WEBB,08,Oil,Completed,,2023-11-01,Olmos,8118,14896,1421,5257,0,0,0,1,No
42-371-32271-38,"Diamondback Energy","Wolfcamp Ranch",43H,REEVES,08,Gas,Completed,,2023-10-28,Delaware Sand,8885,6679,67,13131,0,0,0,0,No
42-221-74717-30,"SM Energy","Howard Draw",26H,HOWARD,08,Oil,Completed,,2023-10-27,Dean Sand,7095,11508,1070,2268,0,0,1,0,No
42-123-58663-15,"Chevron USA","Wolfcamp Ranch",4H,DEWITT,08,Oil,Completed,,2023-10-27,Austin Chalk,8092,9443,1017,2416,0,0,0,2,No
42-123-31273-57,"Endeavor Energy Resources","Mabee Ranch",37H,DEWITT,08,Oil,Completed,,2023-10-26,Austin Chalk,11458,5786,1949,1741,0,0,0,0,No
42-317-59494-71,"Laredo Petroleum","Howard Draw",12H,MIDLAND,08,Oil,Completed,,2023-10-26,Wolfcamp B,12787,12651,386,800,0,0,0,1,No
42-475-39541-63,"CrownQuest Operating","Block 42",21H,WARD,08,Gas,Completed,,2023-10-26,Cherry Canyon,9151,13128,71,4410,0,0,1,1,No
42-123-42178-53,"SM Energy","Pecos Valley",23H,DEWITT,08,Oil,Completed,,2023-10-23,Eagle Ford Shale,8053,11164,292,3745,0,0,2,1,No
42-303-50605-34,"Apache Corporation","South Texas Unit",36H,MARTIN,08,Gas,Completed,,2023-10-22,Spraberry,7028,11270,70,16989,0,0,1,1,No
42-239-97071-18,"Apache Corporation","TXL Ranch",45H,KARNES,08,Oil,Completed,,2023-10-22,Buda Limestone,10078,8959,893,3837,0,0,1,0,No
42-317-18054-00,"Mewbourne Oil Company","Eagle Ford Unit",45H,MIDLAND,08,Oil,Completed,,2023-10-22,Wolfcamp B,12153,5871,935,4341,0,0,0,0,No
42-353-37632-60,"Devon Energy","Martin Ranch",50H,PECOS,08,Oil,Completed,,2023-10-21,Bone Spring,10301,11573,1919,6639,0,0,0,1,No
42-123-70108-48,"CrownQuest Operating","State Lands",44H,DEWITT,08,Oil,Completed,,2023-10-20,Austin Chalk,9937,7871,1608,3845,0,0,0,0,No
42-123-18481-12,"Occidental Petroleum","Delaware Basin",9H,DEWITT,08,Oil,Completed,,2023-10-17,Eagle Ford Shale,11612,6462,1956,5910,0,0,0,0,No
42-123-90963-32,"SM Energy","Permian Basin Unit",1H,DEWITT,08,Gas,Completed,,2023-10-16,Austin Chalk,7489,7919,143,1242,0,0,0,0,No
42-479-35697-65,"Diamondback Energy","Wolfcamp Ranch",35H,WEBB,08,Oil,Completed,,2023-10-14,Eagle Ford Shale,11519,7717,437,4888,0,0,0,0,No
42-239-37535-00,"Marathon Oil","Wolfcamp Ranch",18H,KARNES,08,Gas,Completed,,2023-10-10,Buda Limestone,9578,14696,74,3351,0,0,0,1,No
42-475-68710-65,"ConocoPhillips","Howard Draw",5H,WARD,08,Oil,Completed,,2023-10-09,Wolfcamp A,9346,11321,812,1868,0,0,0,1,No
42-269-99129-86,"CrownQuest Operating","Cowden Ranch",46H,LOVING,08,Oil,Completed,,2023-10-08,3rd Bone Spring,9704,14252,514,6057,0,0,0,0,No
42-353-16900-81,"EOG Resources","Permian Basin Unit",17H,PECOS,08,Oil,Completed,,2023-10-06,Delaware Sand,7953,7377,2360,6200,0,0,0,0,No
42-221-56813-69,"Mewbourne Oil Company","Cowden Ranch",9H,HOWARD,08,Oil,Completed,,2023-10-04,Dean Sand,6335,12192,2219,1933,0,0,0,0,No
42-127-61013-61,"Marathon Oil","Cowden Ranch",40,DIMMIT,08,Oil,Completed,,2023-10-04,Eagle Ford Shale,12131,,1454,5652,0,0,0,0,No
42-269-44302-87,"SM Energy","Wolfcamp Ranch",36H,LOVING,08,Oil,Completed,,2023-10-01,2nd Bone Spring,9100,12375,1375,6261,0,0,0,0,No
42-371-85971-90,"Occidental Petroleum","Eagle Ford Unit",30H,REEVES,08,Oil,Completed,,2023-10-01,Avalon Shale,8241,13876,1538,1736,0,0,0,1,No
42-353-14590-73,"Diamondback Energy","Midland Basin",6H,PECOS,08,Oil,Completed,,2023-10-01,Devonian,11855,10437,1788,7283,0,0,0,0,No
42-479-61290-79,"Apache Corporation","Hendrick",32H,WEBB,04,Oil,Permitted,2026-03-18,,,6117,,,,0,0,1,2,No
42-479-93282-48,"ConocoPhillips","Martin Ranch",26,WEBB,04,Oil & Gas,Expired,2026-03-16,,,10366,,,,0,0,0,0,No
42-130-81801-73,"Ovintiv","Delaware Basin",43,ECTOR,08,Gas,Active,2026-03-15,,,12003,,,,0,0,1,0,No
42-353-43719-77,"Chevron USA","South Texas Unit",21H,PECOS,08,Gas,Expired,2026-03-15,,,13811,,,,0,0,0,1,No
42-479-25539-47,"Surge Energy","State Lands",42,WEBB,04,Oil,Expired,2026-03-11,,,11542,,,,0,0,0,0,No
42-353-28418-92,"Marathon Oil","Avalon Shale",20H,PECOS,08,Injection,Active,2026-03-09,,,9680,,,,0,0,0,0,No
42-353-52987-33,"Occidental Petroleum","Eagle Ford Unit",43H,PECOS,08,Injection,Completed,2026-03-09,,,6982,,,,0,0,0,0,No
42-221-87256-07,"Surge Energy","Bone Spring",43H,HOWARD,08,Oil & Gas,Active,2026-03-08,,,12642,,,,0,0,0,0,No
42-303-51704-22,"Pioneer Natural Resources","Martin Ranch",6,MARTIN,08,Oil & Gas,Active,2026-03-05,,,9052,,,,0,0,1,0,No
42-303-21883-75,"ConocoPhillips","Karnes Trough",39H,MARTIN,08,Oil & Gas,Expired,2026-03-03,,,8873,,,,0,0,1,0,No
42-371-87290-55,"SM Energy","Martin Ranch",45,REEVES,08,Injection,Completed,2026-03-02,,,12032,,,,0,0,0,0,No
42-475-33056-93,"CrownQuest Operating","Loving County Ranch",24,WARD,08,Oil,Completed,2026-03-02,,,10499,,,,0,0,1,0,No
42-317-52330-61,"ConocoPhillips","Yates Pool",16,MIDLAND,08,Gas,Completed,2026-02-28,,,11192,,,,0,0,1,0,No
42-317-27352-61,"Apache Corporation","Block A",7,MIDLAND,08,Oil & Gas,Permitted,2026-02-27,,,11443,,,,0,0,2,1,No
42-371-65129-71,"Surge Energy","Bone Spring",36H,REEVES,08,Injection,Permitted,2026-02-26,,,7559,,,,0,0,0,1,No
42-123-41220-85,"ConocoPhillips","Block B",9H,DEWITT,01,Gas,Expired,2026-02-25,,,9098,,,,0,0,0,0,No
42-130-35088-25,"Apache Corporation","Clearfork",37,ECTOR,08,Oil,Expired,2026-02-25,,,9491,,,,0,0,0,0,No
42-371-63029-57,"Marathon Oil","Block A",18,REEVES,08,Injection,Completed,2026-02-25,,,9669,,,,0,0,0,0,No
42-127-42163-56,"Pioneer Natural Resources","Permian Basin",36,DIMMIT,01,Oil,Completed,2026-02-21,,,8395,,,,0,0,1,1,No
42-371-14179-82,"SM Energy","Karnes Trough",29H,REEVES,08,Injection,Active,2026-02-20,,,6167,,,,0,0,0,0,No
42-371-19518-42,"ExxonMobil","Block A",15,REEVES,08,Gas,Permitted,2026-02-18,,,12079,,,,0,0,0,1,No
42-353-71744-81,"Surge Energy","Block B",50H,PECOS,08,Gas,Expired,2026-02-18,,,9937,,,,0,0,0,0,No
42-130-78605-95,"ExxonMobil","Yates Pool",5H,ECTOR,08,Gas,Active,2026-02-17,,,8573,,,,0,0,0,0,No
42-269-30941-12,"Laredo Petroleum","Loving County Ranch",42,LOVING,08,Oil & Gas,Completed,2026-02-17,,,9440,,,,0,0,0,0,No
42-130-12125-27,"Chevron USA","McElroy Ranch",38,ECTOR,08,Injection,Completed,2026-02-16,,,8137,,,,0,0,0,0,No
42-127-26793-70,"Surge Energy","Ward County Unit",18,DIMMIT,01,Oil & Gas,Active,2026-02-16,,,12727,,,,0,0,0,0,No
42-303-43489-08,"SM Energy","Delaware Basin",9,MARTIN,08,Gas,Completed,2026-02-14,,,5137,,,,0,0,0,1,No
42-475-14004-19,"Apache Corporation","Midland Basin",7H,WARD,08,Oil,Permitted,2026-02-13,,,12759,,,,0,0,0,0,No
42-130-74943-10,"ExxonMobil","Big Lake",23,ECTOR,08,Oil,Permitted,2026-02-12,,,12208,,,,0,0,1,0,No
42-475-88891-12,"ExxonMobil","Wolfcamp Ranch",9H,WARD,08,Injection,Expired,2026-02-11,,,5774,,,,0,0,0,0,No
42-269-40116-27,"Centennial Resource Development","DeWitt Shale",6H,LOVING,08,Oil & Gas,Permitted,2026-02-11,,,8648,,,,0,0,0,0,No
42-130-44181-91,"Marathon Oil","University Lands",20,ECTOR,08,Injection,Expired,2026-02-11,,,10166,,,,0,0,0,0,No
42-221-33913-27,"Mewbourne Oil Company","Mabee Ranch",20H,HOWARD,08,Oil,Permitted,2026-02-10,,,10611,,,,0,0,1,2,No
42-353-66795-39,"Ovintiv","TXL Ranch",29H,PECOS,08,Gas,Expired,2026-02-06,,,6061,,,,0,0,1,0,No
42-269-86969-72,"Callon Petroleum","Wolfcamp Ranch",45,LOVING,08,Oil & Gas,Completed,2026-02-06,,,8424,,,,0,0,0,0,No
42-353-48922-83,"Occidental Petroleum","Goldsmith",30,PECOS,08,Injection,Permitted,2026-02-05,,,8812,,,,0,0,0,0,No
42-475-37431-76,"Laredo Petroleum","Spraberry Deep",2,WARD,08,Injection,Permitted,2026-02-05,,,6581,,,,0,0,0,0,No
42-475-32843-94,"Apache Corporation","Howard Draw",37,WARD,08,Oil,Active,2026-02-04,,,13749,,,,0,0,0,0,No
42-127-19114-46,"EOG Resources","Block B",8H,DIMMIT,01,Injection,Active,2026-02-04,,,5489,,,,0,0,1,0,No
42-123-26636-07,"Fasken Oil and Ranch","Avalon Shale",23H,DEWITT,01,Injection,Permitted,2026-02-04,,,11629,,,,0,0,2,0,No
42-371-17501-09,"EOG Resources","Big Lake",9,REEVES,08,Oil & Gas,Completed,2026-02-03,,,6708,,,,0,0,1,1,No
42-475-61856-72,"SM Energy","Ward County Unit",35H,WARD,08,Gas,Permitted,2026-02-03,,,9661,,,,0,0,0,0,No
42-303-45056-91,"Callon Petroleum","Webb County Gas",19H,MARTIN,08,Gas,Permitted,2026-02-02,,,9750,,,,0,0,0,0,No
42-221-83394-80,"Diamondback Energy","Dimmit County Oil",12H,HOWARD,08,Oil,Expired,2026-01-21,,,12046,,,,0,0,0,1,No
42-475-56385-84,"Endeavor Energy Resources","South Texas Unit",14,WARD,08,Injection,Expired,2026-01-20,,,6629,,,,0,0,0,0,No
42-303-73009-23,"Pioneer Natural Resources","Big Lake",25H,MARTIN,08,Gas,Expired,2026-01-14,,,11362,,,,0,0,0,0,No
42-221-72592-80,"Callon Petroleum","Clearfork",27H,HOWARD,08,Injection,Active,2026-01-14,,,11116,,,,0,0,0,1,No
42-475-60509-95,"Callon Petroleum","DeWitt Shale",23,WARD,08,Oil & Gas,Permitted,2026-01-14,,,9195,,,,0,0,0,0,No
42-127-71488-74,"Mewbourne Oil Company","Webb County Gas",41,DIMMIT,01,Oil & Gas,Completed,2026-01-12,,,10233,,,,0,0,1,0,No
42-130-18172-31,"Centennial Resource Development","Andrews Unit",48H,ECTOR,08,Oil,Expired,2026-01-12,,,7899,,,,0,0,0,0,No
42-127-97766-95,"Devon Energy","McElroy Ranch",44H,DIMMIT,01,Oil,Completed,2026-01-09,,,8388,,,,0,0,0,0,No
42-475-33156-41,"Diamondback Energy","Webb County Gas",18,WARD,08,Injection,Completed,2026-01-08,,,13151,,,,0,0,0,0,No
42-479-46767-37,"SM Energy","Delaware Basin",11H,WEBB,04,Injection,Completed,2026-01-08,,,8782,,,,0,0,0,0,No
42-303-18232-39,"Occidental Petroleum","Spraberry Deep",27,MARTIN,08,Oil,Expired,2026-01-07,,,10573,,,,0,0,0,0,No
42-371-85012-77,"Mewbourne Oil Company","Clearfork",45H,REEVES,08,Oil,Active,2026-01-07,,,13287,,,,0,0,1,0,No
42-123-96855-46,"Callon Petroleum","Loving County Ranch",33,DEWITT,01,Gas,Active,2026-01-07,,,9419,,,,0,0,1,0,No
42-353-95466-05,"EOG Resources","Midland Basin",24,PECOS,08,Injection,Completed,2026-01-05,,,13330,,,,0,0,0,0,No
42-303-41761-56,"Devon Energy","Yates Pool",19,MARTIN,08,Gas,Permitted,2026-01-05,,,8752,,,,0,0,0,1,No
42-123-16215-51,"Devon Energy","Karnes Trough",1,DEWITT,01,Oil,Active,2026-01-05,,,9591,,,,0,0,0,0,No
42-479-53684-14,"Mewbourne Oil Company","Spraberry Deep",11H,WEBB,04,Oil,Expired,2026-01-04,,,5110,,,,0,0,0,0,No
42-479-48242-45,"Endeavor Energy Resources","King Ranch Unit",9H,WEBB,04,Gas,Expired,2026-01-03,,,11063,,,,0,0,0,0,No
42-371-92016-33,"Surge Energy","Fasken Ranch",4H,REEVES,08,Oil & Gas,Active,2026-01-03,,,12145,,,,0,0,0,0,No
42-353-22466-70,"Chevron USA","Howard Draw",41,PECOS,08,Oil,Permitted,2026-01-02,,,13750,,,,0,0,1,0,No
42-269-24761-83,"Centennial Resource Development","Hendrick",25,LOVING,08,Oil & Gas,Expired,2026-01-02,,,11753,,,,0,0,0,0,No
42-353-63232-68,"Chevron USA","Hendrick",48H,PECOS,08,Oil,Completed,2025-12-31,,,9999,,,,0,0,0,0,No
42-221-27361-90,"ConocoPhillips","Karnes Trough",27H,HOWARD,08,Injection,Permitted,2025-12-31,,,10437,,,,0,0,0,0,No
42-353-32088-12,"Ovintiv","Karnes Trough",21,PECOS,08,Oil,Permitted,2025-12-30,,,6147,,,,0,0,0,1,No
42-317-86392-48,"EOG Resources","Section 12",5,MIDLAND,08,Injection,Completed,2025-12-30,,,11228,,,,0,0,0,0,No
42-371-92709-33,"ConocoPhillips","Eagle Ford Unit",34H,REEVES,08,Injection,Completed,2025-12-29,,,5530,,,,0,0,0,0,No
42-127-96741-84,"Centennial Resource Development","Ward County Unit",47,DIMMIT,01,Injection,Active,2025-12-27,,,10492,,,,0,0,0,1,No
42-221-68248-89,"Fasken Oil and Ranch","Karnes Trough",47,HOWARD,08,Gas,Active,2025-12-27,,,9924,,,,0,0,0,1,No
42-479-37643-21,"SM Energy","Block 31",38,WEBB,04,Oil & Gas,Expired,2025-12-24,,,10579,,,,0,0,0,0,No
42-269-39928-51,"Laredo Petroleum","DeWitt Shale",35,LOVING,08,Injection,Completed,2025-12-24,,,13135,,,,0,0,0,0,No
42-353-82301-22,"Devon Energy","Block B",6,PECOS,08,Oil,Completed,2025-12-23,,,11588,,,,0,0,0,0,No
42-353-24355-12,"Apache Corporation","Loving County Ranch",48H,PECOS,08,Gas,Expired,2025-12-23,,,6927,,,,0,0,0,0,No
42-317-70360-84,"Chevron USA","TXL Ranch",17,MIDLAND,08,Oil,Completed,2025-12-23,,,6589,,,,0,0,0,1,No
42-479-87894-85,"Mewbourne Oil Company","Ward County Unit",19H,WEBB,04,Oil & Gas,Completed,2025-12-20,,,6960,,,,0,0,0,1,No
42-239-52423-32,"EOG Resources","Dimmit County Oil",41,KARNES,01,Gas,Active,2025-12-19,,,5109,,,,0,0,3,0,No
42-123-91730-58,"ExxonMobil","Section 12",49,DEWITT,01,Injection,Active,2025-12-18,,,13485,,,,0,0,0,0,No
42-353-91587-36,"Pioneer Natural Resources","Bass Ranch",24,PECOS,08,Oil,Expired,2025-12-15,,,9494,,,,0,0,1,0,No
42-475-32368-44,"Surge Energy","Permian Basin",39H,WARD,08,Oil,Completed,2025-12-14,,,9700,,,,0,0,0,0,No
42-371-60162-64,"Callon Petroleum","King Ranch Unit",11,REEVES,08,Gas,Active,2025-12-11,,,9476,,,,0,0,1,0,No
42-269-73610-37,"Laredo Petroleum","Mabee Ranch",10,LOVING,08,Oil,Completed,2025-12-11,,,13759,,,,0,0,0,0,No
42-317-18671-85,"CrownQuest Operating","San Andres",24H,MIDLAND,08,Gas,Active,2025-12-11,,,8496,,,,0,0,0,0,No
42-130-92136-54,"CrownQuest Operating","University 8",25,ECTOR,08,Oil & Gas,Expired,2025-12-11,,,10665,,,,0,0,0,0,No
42-127-94696-68,"Ovintiv","Andrews Unit",18,DIMMIT,01,Oil & Gas,Active,2025-12-10,,,10837,,,,0,0,0,0,No
42-303-63934-17,"Fasken Oil and Ranch","Fasken Ranch",50,MARTIN,08,Oil,Permitted,2025-12-08,,,5025,,,,0,0,0,1,No
42-317-91375-68,"EOG Resources","Big Lake",32,MIDLAND,08,Oil & Gas,Permitted,2025-12-05,,,9859,,,,0,0,0,0,No
42-353-36688-76,"ExxonMobil","Permian Basin",34H,PECOS,08,Injection,Permitted,2025-12-05,,,11690,,,,0,0,0,1,No
42-479-91620-47,"ExxonMobil","Avalon Shale",17H,WEBB,04,Oil & Gas,Permitted,2025-12-04,,,11382,,,,0,0,1,0,No
42-353-99386-33,"Callon Petroleum","TXL Ranch",45,PECOS,08,Oil & Gas,Expired,2025-12-04,,,13494,,,,0,0,1,0,No
42-479-60026-01,"Callon Petroleum","TXL Ranch",40,WEBB,04,Injection,Permitted,2025-12-03,,,7508,,,,0,0,0,1,No
42-123-14050-12,"Occidental Petroleum","Ward County Unit",15H,DEWITT,01,Oil & Gas,Permitted,2025-12-02,,,12075,,,,0,0,0,0,No
42-269-51906-22,"Apache Corporation","Bone Spring",1H,LOVING,08,Oil,Permitted,2025-11-30,,,9346,,,,0,0,1,0,No
42-371-92080-90,"Marathon Oil","Martin Ranch",8,REEVES,08,Oil,Expired,2025-11-29,,,13353,,,,0,0,1,1,No
42-127-96167-06,"Ovintiv","University 8",5H,DIMMIT,01,Oil,Completed,2025-11-28,,,8137,,,,0,0,0,0,No
42-269-47421-16,"Occidental Petroleum","Webb County Gas",35H,LOVING,08,Oil & Gas,Expired,2025-11-27,,,10399,,,,0,0,0,0,No
42-123-98753-98,"Occidental Petroleum","Permian Basin",31H,DEWITT,01,Oil & Gas,Active,2025-11-24,,,10149,,,,0,0,0,0,No
42-371-12790-74,"ConocoPhillips","Block B",38H,REEVES,08,Gas,Expired,2025-11-21,,,8052,,,,0,0,1,1,No
42-269-14444-29,"Marathon Oil","Mabee Ranch",45,LOVING,08,Gas,Completed,2025-11-15,,,10499,,,,0,0,0,1,No
42-317-67988-58,"Diamondback Energy","University Lands",11H,MIDLAND,08,Oil,Permitted,2025-11-15,,,6882,,,,0,0,0,0,No
42-123-55875-09,"ExxonMobil","Block 42",31,DEWITT,01,Oil & Gas,Permitted,2025-11-14,,,8291,,,,0,0,0,1,No
